#Tmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17
TIMESTEP,MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C)
2002-3-01T00:00:00Z,15.67282053,14.92882759,14.03663767,14.83555109,13.471966,13.44474584,15.50496337,14.1088376,14.63470506,15.17334302,13.67108309,14.32757141,15.29098526,14.59116085,15.38298857,14.72306544,16.33849061,0.9244383449,2.498694552,1.598162147,0.5413747339,0.2935134543,0.3543775936,1.027544428,0.5054947661,1.347087864,1.174818497,1.455099415,0.999552837,0.6177153299,1.299778671,1.376797216,1.354302162,0.02960339096,0.9614771682,1.580725957,1.26418438,0.7357817162,0.54176882,0.5952962234,1.013678661,0.7109815511,1.160641144,1.083890445,1.206275016,0.9997763935,0.7859486814,1.140078362,1.173370025,1.163744887,0.1720563598
2002-4-01T00:00:00Z,15.6423077,15.61406904,16.12457333,16.31779606,15.79210046,15.80355932,15.54498167,16.23686348,16.13180638,16.20274709,15.97807513,16.36184381,15.76562652,16.19746266,16.19027589,16.22303556,16.37839621,0.8110921468,0.4280531407,0.3543890121,0.5125360432,0.1887922357,0.06195174849,0.912441793,0.1934510764,0.4481120577,0.4116114681,0.3839689783,0.2585265513,0.5626124033,0.4061966988,0.5091870095,0.6138193401,0.1184851349,0.9006065439,0.654257702,0.595305814,0.7159162264,0.434502285,0.2489010817,0.9552181913,0.4398307361,0.6694117251,0.6415695349,0.6196523044,0.5084550632,0.7500749318,0.637335625,0.7135734086,0.7834662342,0.3442166977
2002-5-01T00:00:00Z,16.67666663,17.41779321,18.82030625,18.67305991,18.88860222,18.86813555,16.36018314,19.1113653,18.26507479,17.92797963,18.7924952,19.01421111,17.28186061,18.60177445,17.67816092,18.52342397,17.03754716,3.295491583,1.957159424,0.9446191751,1.452269685,0.2934260537,0.1675643243,1.548792626,0.2945682293,1.92771668,1.92312637,1.12715721,0.6059800515,1.853581346,1.441366838,2.733561612,1.718662978,0.5603127722,1.815348887,1.398985141,0.9719152098,1.205101525,0.5416881517,0.4093462157,1.244504972,0.5427414018,1.388422371,1.386768319,1.061676604,0.7784472053,1.361462943,1.200569381,1.653348606,1.310977871,0.7485404279
2002-6-01T00:00:00Z,19.66551271,21.24662074,23.31316931,22.96128016,23.16289448,23.64220348,18.74804028,24.15440954,22.09660457,21.39710753,23.2146888,23.58775776,20.57957432,22.90859038,21.09664366,22.53853601,19.05273585,8.804755682,6.951664789,3.809089751,4.396362491,1.160662726,1.329528782,2.535245058,2.526469977,5.737328352,5.475060748,3.585077431,2.457161698,4.44187773,4.379092067,8.306622894,5.208574094,1.051029535,2.967280857,2.636600992,1.951688948,2.09675046,1.07734058,1.153051942,1.592245288,1.589487332,2.395272083,2.339884772,1.89343007,1.567533636,2.107576269,2.092628029,2.882121249,2.28223007,1.025197315
2002-7-01T00:00:00Z,20.44615389,22.38737928,25.7978307,24.62144565,25.34006595,26.81220346,19.79805859,26.93869005,23.87675698,22.94864825,25.54848642,25.81476401,21.45336079,24.7962521,22.49809194,24.28342995,20.54650947,13.57243146,16.51211025,8.239027478,9.013999376,3.321398386,3.802633842,3.60954128,4.877808897,10.55807013,10.21333738,8.026227378,6.170245557,6.66165711,10.06346434,16.21282986,10.59974428,1.558434008,3.684078102,4.063509598,2.870370617,3.002332323,1.822470407,1.950034318,1.89987928,2.208576215,3.24931841,3.195831251,2.83305972,2.483997898,2.581018619,3.172296382,4.026515846,3.255724848,1.248372544
2002-8-01T00:00:00Z,20.12923057,21.75344824,24.9987545,23.99808823,24.95464486,25.90084748,19.91701468,25.89337641,23.43834604,22.61031979,24.83106391,25.04066937,21.25034674,24.13190715,22.05790802,23.7898506,20.76424529,10.50763814,11.89153007,5.423075558,6.139450733,1.59217263,2.103020931,3.451786517,2.516011628,7.68126327,7.44900583,5.580682055,3.774726274,5.393223891,6.706911345,12.82084577,7.474465352,1.754735829,3.241548726,3.448409788,2.328749784,2.477791503,1.261813231,1.45017962,1.857898414,1.58619407,2.771509204,2.729286689,2.362346726,1.94286548,2.322331564,2.58977052,3.580620863,2.733946845,1.324664421
2002-9-01T00:00:00Z,21.61935897,23.01510353,25.43887886,24.97400731,25.55963217,25.75593208,21.18849818,26.14968637,24.3155405,23.65584301,25.31970933,25.71192227,22.63015449,25.00351579,23.39873562,24.74786376,22.21452828,8.657675045,6.275967042,2.655985637,4.296286494,0.6395150361,0.6769190738,3.580485974,1.398119625,5.117818446,4.678460334,2.750918413,1.741278051,4.853983947,4.01357909,7.836787593,4.726187386,1.173375637,2.942392741,2.505188025,1.629719496,2.072748536,0.7996968401,0.8227509184,1.892217211,1.182421086,2.262259588,2.162974881,1.658589284,1.319574951,2.203175877,2.003391896,2.799426297,2.173979619,1.083224648
2002-10-01T00:00:00Z,18.13333343,18.33855165,19.50247555,19.43793612,19.17167682,19.15983051,18.23706959,19.88549811,19.27972621,19.22453485,19.28293116,19.78653058,18.4391452,19.42257045,19.27457467,19.39847029,19.50292452,2.561963198,1.019751697,0.5982645921,1.378803725,0.2813645361,0.07714412369,2.094831668,0.2018978433,1.155999832,1.137705837,0.5948722289,0.5033882876,1.613304245,0.9430526574,1.761096078,1.361928439,0.1651263824,1.600613382,1.009827558,0.7734756571,1.174224734,0.5304380605,0.27774831,1.447353332,0.4493304389,1.075174326,1.066632944,0.7712796049,0.7094986171,1.270159142,0.9711089833,1.327062952,1.167016897,0.4063574564
2002-11-01T00:00:00Z,20.03397443,19.29641378,18.92183861,19.96533209,19.03073567,18.16559315,19.88950551,18.96983392,19.53313012,19.71957852,18.90906772,19.39714723,20.03640921,19.54011609,19.86222988,19.76190319,20.24603775,0.7329367106,2.614755124,1.263355437,0.2532716191,1.130939037,1.044431487,0.3225050361,0.4814540323,0.7120800448,0.7845575597,1.006561983,0.6904260479,0.2230667394,1.091992217,0.4926628018,0.7211631482,0.01427675127,0.8561172295,1.617020446,1.123990853,0.5032609851,1.063456175,1.021974309,0.5678952686,0.693868887,0.8438483541,0.8857525386,1.003275627,0.8309187974,0.4722994171,1.044984314,0.7018994243,0.8492132525,0.1194853601
2002-12-01T00:00:00Z,14.72717945,13.44041379,12.43767613,13.82944378,12.13859716,11.23322034,14.90316852,12.56505535,13.53140277,14.07659885,12.23797916,13.00474562,14.39098867,13.31842454,14.30767815,13.59883179,15.4120755,1.685087144,5.42807433,2.771467622,0.5200759755,1.19953449,1.572228534,0.4407040628,1.364809903,2.007855582,2.038846867,2.301727789,1.290021799,0.5016480417,1.674699172,1.79585499,1.727794301,0.04835983124,1.298109065,2.329822811,1.664772544,0.7211629327,1.095232619,1.253885375,0.6638554533,1.168250788,1.416988208,1.427881952,1.517144617,1.135791266,0.708271164,1.294101685,1.340095142,1.314455895,0.2199086884
2003-1-01T00:00:00Z,18.71769225,17.95924137,17.81463551,18.85104598,17.79171487,17.0752542,18.46499999,18.19140222,18.316836,18.38965117,17.80693174,18.35885128,18.6929454,18.39421229,18.55995408,18.55932476,18.58462267,0.5220615503,2.094940817,1.031820458,0.1875516651,1.047907647,0.9161537624,0.1991077746,0.5205995192,0.552326009,0.5527734106,0.8022602776,0.4937408213,0.1577729123,0.8866383441,0.2017632621,0.5551372465,0.03211165819,0.7225382691,1.447391038,1.015785636,0.4330723555,1.023673604,0.9571592148,0.4462149421,0.7215258271,0.7431863892,0.7434873305,0.8956898334,0.7026669348,0.3972063851,0.9416147535,0.4491806564,0.7450753294,0.1791972605
2003-2-01T00:00:00Z,15.91846148,14.89420684,14.00601833,15.42913288,14.02747591,13.09423731,15.84393773,14.12023986,14.89216483,15.18988373,13.89527557,14.59565526,15.77837968,14.8873632,15.44229885,15.12903496,15.96443396,1.198166762,4.540869743,2.017533976,0.4337553694,1.424662101,1.288498957,0.1548396228,0.7020351841,1.345650709,1.499223583,1.682824877,1.114155959,0.2987417575,1.68934746,1.162235176,1.27720468,0.05364730671,1.094608041,2.130931661,1.420399231,0.65860107,1.1935921,1.13512068,0.3934966617,0.8378753989,1.160021857,1.224427859,1.297237402,1.055535863,0.5465727376,1.299748999,1.078070116,1.130134806,0.2316188825
2003-3-01T00:00:00Z,18.3574358,17.73234487,16.99223185,18.13715955,17.29658041,15.76355933,18.15948718,16.69540592,17.60705899,17.6714535,17.11466685,17.42258673,18.40242362,17.67970152,17.78599999,17.89634596,17.73716979,0.7102804325,2.069626211,1.018537905,0.422489393,1.34289547,1.63822303,0.2368953391,0.2583008384,0.7691763254,0.9112123809,0.7291017887,0.6942938239,0.3299527298,1.062853344,0.6095931784,0.8140245701,0.04266743889,0.8427813669,1.438619551,1.009226389,0.6499918407,1.158833668,1.279930869,0.4867189529,0.5082330552,0.877026981,0.9545744501,0.8538745743,0.8332429561,0.5744151197,1.030947789,0.7807644833,0.9022331019,0.2065609811
2003-4-01T00:00:00Z,15.08294875,14.78268964,14.81891517,15.45148936,14.51212075,14.28118644,15.03571428,15.13845018,15.11646063,15.29465114,14.57206471,15.21058232,15.17330244,15.14621889,15.37154024,15.21670452,15.75103768,0.6631541587,0.9103120778,0.5881372356,0.3265055923,0.3478778493,0.1956273911,0.6298995316,0.2672721332,0.4275911468,0.4066321525,0.513789854,0.3065771449,0.4115057549,0.4172069277,0.2825665996,0.5842188218,0.05664702802,0.8143427772,0.9541027606,0.7669010599,0.5714066785,0.5898117067,0.4422978533,0.7936621016,0.5169836875,0.6539045395,0.6376771538,0.7167913602,0.5536940896,0.6414871432,0.6459155732,0.5315699386,0.7643420843,0.2380063613
2003-5-01T00:00:00Z,18.36397433,18.85068966,19.75618871,20.14793434,20.12526891,19.65271193,18.16347986,20.12228781,19.49700536,19.10084302,19.74939949,20.08233297,19.07352215,19.82812601,18.8769885,19.83781894,17.93858498,2.22312894,0.8643898905,0.6194030527,0.6917895171,0.3128348209,0.1651757433,0.834561147,0.3816128223,1.020805811,0.9364992924,0.5455158221,0.3812261095,1.095928574,0.5388115254,1.771875677,1.028467848,0.4902837756,1.491016076,0.9297257071,0.7870216342,0.8317388515,0.5593163871,0.4064181877,0.9135431829,0.6177481868,1.010349351,0.9677289354,0.7385904292,0.6174351055,1.046866073,0.7340378229,1.331118205,1.014134038,0.7002026675
2003-6-01T00:00:00Z,19.45435893,20.52117238,22.82453343,22.16914849,22.49797564,23.32677983,19.10723442,23.51629149,21.75276036,21.25976741,22.65627364,22.91370356,20.14237555,22.21293532,20.90834487,21.96029878,20.05047179,5.744096785,5.57188327,2.679907553,3.619426515,1.204336845,1.219923275,2.432006126,1.1664466,4.20000822,4.081299913,2.958672537,1.975015695,3.254096556,3.71878016,6.359676339,4.058779453,0.8077064932,2.39668454,2.360483694,1.637042319,1.902479045,1.09742282,1.10450137,1.559489059,1.080021574,2.049392159,2.020222739,1.720079224,1.405352516,1.80391146,1.928413897,2.521839872,2.014641272,0.8987249263
2003-7-01T00:00:00Z,23.23320514,25.43820686,28.60398922,27.96909809,28.98973617,29.67118645,22.57917581,29.76522143,26.73861698,25.39107559,28.56929531,28.77862327,24.75216273,27.8789884,24.88517241,27.43594264,21.56820756,15.93541308,16.29191952,9.590587497,7.976516427,1.643414801,3.227444479,4.83335253,7.14171557,11.23421293,10.37074194,8.104571916,6.342703681,6.933638978,8.868107483,18.88877048,10.94095608,1.982931563,3.991918471,4.036325002,3.096867368,2.824272725,1.28195741,1.79650897,2.198488692,2.672398842,3.351747743,3.220363635,2.846852985,2.51847249,2.633180392,2.977936783,4.346121314,3.307711608,1.408166028
2003-8-01T00:00:00Z,21.67474373,23.08441383,25.91097125,25.33685891,26.17029173,26.55338976,21.45146518,26.83236161,24.62083545,23.79071223,25.80869208,26.07197867,22.82421558,25.28643452,23.30820685,25.03397371,22.08481134,8.664006651,8.889425142,4.007211836,4.705894877,0.849217644,1.137565005,2.898483926,2.63621116,5.939494379,5.347258497,4.019115844,2.804173478,4.622418187,4.906497878,10.19645984,5.735994552,1.459123173,2.943468473,2.981513901,2.001802147,2.169307465,0.9215300559,1.066566925,1.702493444,1.623641327,2.43710779,2.312413998,2.004773265,1.674566654,2.149980974,2.215061597,3.193189602,2.394993643,1.207941709
2003-9-01T00:00:00Z,22.36230772,23.51744831,25.75401546,25.39170703,25.85181127,25.97152532,22.10653843,26.4345203,24.79866497,24.22938953,25.61857142,26.02373053,23.28233436,25.38709781,23.97517238,25.17671051,23.13132077,6.985640587,4.939111184,2.048359335,3.532380397,0.5406337005,0.4552876302,3.015914178,1.154375734,4.015397081,3.686302008,2.196134713,1.432728042,3.955135945,3.200549267,6.345313126,3.801148943,0.9537869153,2.643036244,2.222411119,1.431209047,1.879462795,0.735277975,0.6747500501,1.736638759,1.074418789,2.003845573,1.919974481,1.481936137,1.196966182,1.988752359,1.7890079,2.518990497,1.949653544,0.9766201489
2003-10-01T00:00:00Z,21.98410262,23.01744835,24.03573868,24.16172978,23.30731608,23.40271184,20.89842489,24.81158674,23.41948069,23.24818317,23.70822868,24.59194312,22.36773773,24.09582091,23.48337935,23.78805498,22.38726411,7.238198119,3.962675633,1.479602764,3.493022695,0.8515762579,0.3608333325,4.651029052,0.6334052214,3.60044151,3.548084234,1.675314656,1.118029643,5.378728177,3.275280979,3.875033224,3.563497706,0.3451010649,2.690389957,1.990647039,1.216389232,1.868963,0.9228088957,0.6006940424,2.156624458,0.7958675903,1.897482941,1.883635908,1.294339467,1.057369209,2.319208524,1.809773737,1.968510407,1.887722889,0.5874530321
2003-11-01T00:00:00Z,16.67115395,15.68572418,14.86162653,16.18475132,15.08051243,12.94220334,16.75056781,14.45813655,15.76384139,15.98148254,14.99426377,15.34236484,16.57554756,15.62615255,16.11719547,15.97838063,16.76726411,0.8829972939,3.051047851,1.722246476,0.4094191676,2.333628887,3.721532269,0.06448814953,0.7320136537,0.9615070334,0.931240756,1.130218616,0.7902121609,0.2398189977,1.151726802,0.8557517565,1.004639552,0.02029913671,0.939679357,1.746724893,1.312343886,0.6398587091,1.527621971,1.929127333,0.2539451703,0.8555779647,0.9805646503,0.9650081637,1.063117405,0.8889387835,0.4897131791,1.073185353,0.9250685145,1.002317091,0.1424750389
2003-12-01T00:00:00Z,14.9592307,13.78848276,12.80880661,14.32491993,12.78127853,10.83711867,15.1459524,12.70280442,13.88994637,14.22393895,12.82458185,13.42435331,14.78682114,13.73273632,14.41524136,14.03695248,15.09396228,1.246760934,4.419091534,2.228125073,0.3971606934,2.154132047,3.438234384,0.09806218635,1.067489559,1.393037787,1.420177604,1.621613861,0.9456238933,0.3022229227,1.424296509,1.16013944,1.278982251,0.04554467089,1.116584495,2.102163536,1.492690548,0.6302068655,1.46769617,1.85424766,0.3131488246,1.033193863,1.180270218,1.191712048,1.273426033,0.9724319479,0.5497480538,1.193438942,1.077097693,1.130920975,0.2134119746
2004-1-01T00:00:00Z,14.32602564,13.42613794,12.92103271,14.16156074,13.08226788,12.18796607,14.29104394,13.1555535,13.62476432,13.73754361,12.86930628,13.46696457,14.28594576,13.64643449,13.92940231,13.85972813,14.17245284,0.6619829468,2.7916086,1.209600975,0.1624200363,1.247443397,1.067907779,0.06370275126,0.4969424015,0.7400838659,0.7813539725,0.9955153445,0.5759861299,0.1190216376,0.9142879539,0.4449150282,0.6677596994,0.04031095028,0.8136233446,1.670810761,1.09981861,0.4030136924,1.116890056,1.033396235,0.2523940397,0.7049414171,0.8602812714,0.8839422903,0.9977551526,0.7589375006,0.3449951269,0.9561840586,0.6670195111,0.8171656499,0.2007758708
2004-2-01T00:00:00Z,14.09987182,12.96786207,11.80538426,13.14830456,11.3397387,9.718474598,14.12483515,11.61961256,12.83700818,13.37395347,11.65501508,12.35797352,13.7041332,12.6728524,13.646023,12.93731401,14.75377355,1.550183314,4.700710684,2.672891951,0.6130896392,1.53850148,2.948850366,0.6425319316,1.406393024,1.829491594,1.814711666,2.066445625,1.280410004,0.5918799417,1.736412083,1.888808792,1.754421704,0.05303482554,1.245063578,2.16811224,1.634898147,0.7830004082,1.240363447,1.7172217,0.8015808952,1.185914425,1.352587001,1.347112343,1.437513696,1.131552033,0.7693373394,1.317729898,1.374339402,1.324545848,0.2302929125
2004-3-01T00:00:00Z,21.16551294,20.54386205,20.36408807,21.28687498,20.67574328,19.68745752,20.95190476,20.23889301,20.8083771,20.79999999,20.49143132,20.7685448,21.29402336,20.88718076,20.84294255,21.07736183,20.71018861,0.5380503043,1.628838881,0.6577532472,0.176228024,0.8718357765,0.8423243312,0.1550696032,0.2907636844,0.4065078405,0.470971221,0.4502517009,0.3785672485,0.1668216237,0.6040043669,0.2438727067,0.438861063,0.03763394507,0.7335191233,1.276259723,0.8110198809,0.4197952168,0.9337214662,0.9177822897,0.3937887799,0.5392250777,0.6375796738,0.6862734302,0.6710079738,0.6152781879,0.4084380291,0.7771771786,0.4938346957,0.6624658957,0.1939947037
2004-4-01T00:00:00Z,19.04205124,19.13572407,19.43531883,19.90581515,19.27831811,18.97338984,18.87003665,19.63134683,19.47623483,19.46707849,19.2990266,19.78089371,19.27880879,19.66880598,19.49002301,19.68616373,19.32150945,1.035918823,0.5294492961,0.3094760884,0.4203074331,0.2724044046,0.09378513768,0.4621380905,0.1317345191,0.3659528442,0.3598026252,0.3055778334,0.2081226924,0.5902225696,0.3309922663,0.4715891998,0.5531723734,0.1264826363,1.017800974,0.7276326657,0.5563057508,0.6483112162,0.5219237537,0.3062435921,0.6798073922,0.3629525026,0.6049403642,0.5998354984,0.552790949,0.4562046607,0.7682594416,0.5753192734,0.686723525,0.7437555871,0.3556439741
2004-5-01T00:00:00Z,19.04974358,19.8271724,20.91525269,21.1267755,21.21158296,20.78203379,18.53194141,21.3549262,20.46958792,20.07149708,20.9142391,21.25489642,19.74650187,20.90426201,19.90209195,20.83933971,18.96698113,3.560779443,1.7545968,0.8081051069,1.264502438,0.3455609646,0.1722975814,1.481002925,0.5118448996,1.752969046,1.622403992,0.7756449958,0.4655001396,2.018284965,1.167883224,2.414614773,1.539780595,0.5208926089,1.887002767,1.324611943,0.8989466652,1.124500973,0.5878443371,0.4150874383,1.216964636,0.7154333649,1.323997374,1.273736233,0.8807070999,0.6822757065,1.420663565,1.08068646,1.553903077,1.240878961,0.7217289026
2004-6-01T00:00:00Z,19.55871789,21.06820693,23.17157117,22.72440564,22.69414511,23.48288142,18.62056775,24.04830259,21.93110358,21.3464971,22.95781466,23.42099424,20.33073463,22.69159208,21.0749885,22.30113236,19.36169815,8.497519521,7.021639781,3.744327787,4.661978566,1.725940385,1.687278568,2.987044454,2.190063228,5.794905055,5.571295229,3.804964235,2.542192321,4.716261579,4.857834694,7.997288946,5.340450013,1.037061208,2.915050518,2.64983769,1.93502656,2.159161542,1.313750503,1.298952874,1.728306817,1.479886221,2.407260903,2.360359131,1.950631753,1.594425389,2.171695554,2.204049612,2.827947833,2.31094137,1.018362022
2004-7-01T00:00:00Z,20.265,22.00958627,25.40440259,24.2325688,25.10503298,26.48305091,19.84421245,26.4227306,23.58172451,22.64085754,25.21233616,25.35474071,21.26631307,24.3837811,22.15441382,23.95513298,20.40811321,11.77586303,15.5617014,7.774276894,8.047766492,2.836027677,3.371939873,2.939032776,4.444366683,9.503792818,9.270121732,7.619274435,5.945188713,5.606352225,9.311206066,15.14077218,9.755021322,1.470422716,3.431597738,3.94483224,2.788239031,2.83685856,1.684050972,1.836284257,1.714360749,2.108166664,3.082822216,3.04468746,2.760303323,2.438275766,2.367773685,3.05142689,3.891114516,3.123302951,1.212609878
2004-8-01T00:00:00Z,21.10423078,22.63344825,25.58057944,24.86669655,25.62712328,26.32220343,20.85397435,26.56173429,24.17139711,23.36293604,25.39738687,25.72312001,22.24167868,24.87635155,22.87016095,24.56453839,21.53405657,9.552613394,9.903582645,4.590443182,5.291206807,1.23174824,1.602163111,3.052439774,2.715324686,6.577699833,6.171802911,4.562190341,3.176098036,4.961065215,5.540951161,11.32069967,6.387612075,1.631195663,3.090730236,3.146995813,2.142531956,2.300262334,1.109841538,1.26576582,1.747123285,1.647824228,2.564702679,2.484311355,2.135928449,1.782161058,2.22734488,2.353922505,3.364624745,2.527372564,1.277182705
2004-9-01T00:00:00Z,22.56128199,23.66544827,25.8789051,25.57153397,26.0669533,26.1566101,22.38124541,26.58428044,24.97480383,24.39069771,25.74096244,26.16061051,23.52870923,25.53532336,24.13781613,25.35315208,23.30273581,6.427831306,4.440479948,1.85659239,3.196421556,0.4936275011,0.4236395119,2.727410625,1.039396099,3.629005598,3.200998016,1.931393141,1.22749923,3.663496877,2.79492229,6.062515381,3.483519408,0.9891236355,2.535316806,2.107244634,1.362568306,1.787853897,0.7025862944,0.6508759574,1.651487398,1.019507773,1.904994908,1.789133314,1.389745711,1.107925643,1.914026352,1.671802109,2.462217574,1.866418873,0.9945469499
2004-10-01T00:00:00Z,18.35500015,18.273931,19.06067326,19.4821348,19.22736682,18.58966103,18.5499084,19.48118081,19.12989838,18.98632267,18.94457087,19.45563443,18.78192586,19.21305143,19.08335637,19.33706005,19.20509436,1.249042768,0.6323521454,0.4089182032,0.5739219149,0.5983188941,0.3005998937,0.7521914299,0.28058017,0.4660189919,0.3978029337,0.2743044491,0.2209542607,0.7100743904,0.3446443757,0.7667869346,0.6186322562,0.120893002,1.11760582,0.7952057252,0.6394671244,0.7575763426,0.7735107589,0.5482699095,0.8672897036,0.5296981877,0.6826558371,0.6307162069,0.5237408224,0.4700577206,0.8426591188,0.5870642007,0.8756637109,0.7865317897,0.3476967098
2004-11-01T00:00:00Z,16.44564107,15.34717241,14.51417038,15.71884429,14.56076104,13.61220342,16.58761913,14.46057196,15.41936496,15.76829945,14.43004389,14.95480569,16.27480949,15.2369154,15.95062077,15.54704211,16.77009431,1.252309167,4.057974758,1.906809597,0.5251248812,1.309961573,1.368498567,0.1311188955,0.7836105663,1.369693028,1.399371956,1.588089653,1.00843155,0.3105243918,1.454879659,1.287454197,1.230099744,0.02829714135,1.119066203,2.01444155,1.380872766,0.7246550084,1.144535527,1.169828435,0.362103432,0.8852178072,1.170338852,1.18295053,1.260194292,1.004206926,0.557247155,1.206183924,1.134660388,1.109098618,0.1682175418
2004-12-01T00:00:00Z,15.35807689,14.12027582,13.17185298,14.53227753,12.85367579,12.52152543,15.42670328,13.39861623,14.16995202,14.69985466,12.88720591,13.72956111,15.03954341,14.04943615,14.95402303,14.28032566,15.8930188,1.612218042,5.642439587,2.656498933,0.5182805308,0.9952218563,0.8090164207,0.4142495703,1.189309744,1.951437583,1.967311599,2.345734762,1.355274126,0.4972918712,1.758929354,1.707761088,1.705932699,0.04845880879,1.269731484,2.375381988,1.629876969,0.7199170305,0.9976080675,0.8994534011,0.6436222264,1.090554787,1.396938647,1.402608854,1.531579173,1.164162414,0.705189245,1.32624634,1.306813333,1.306113586,0.2201336158
2005-1-01T00:00:00Z,14.96974362,13.9125517,13.16258016,14.48137339,13.09598935,12.15322032,15.0153846,13.40726937,14.06430708,14.38361917,13.0029531,13.75638838,14.86002403,13.9777612,14.59625285,14.20273677,15.15490564,1.148520447,4.318043624,1.977399063,0.3397978334,1.368774407,1.331255663,0.1197222857,0.8969655998,1.330391344,1.466122219,1.684070067,0.9822926823,0.2341565833,1.428798796,0.9504868906,1.128574098,0.03691556246,1.071690462,2.077990285,1.406200222,0.5829218072,1.169946327,1.15380053,0.3460090833,0.9470826785,1.153425916,1.210835339,1.297717252,0.9911067966,0.4838972859,1.19532372,0.9749291721,1.062343682,0.1921342303
2005-2-01T00:00:00Z,15.55102566,14.20868957,13.22619159,14.65732102,12.84453577,11.76661016,15.67406591,13.21125462,14.30424216,14.84645347,13.01181794,13.81914184,15.22305871,14.15820898,15.11816099,14.41775621,16.2168868,1.916457636,6.498231896,2.923796881,0.6192811522,1.354744314,1.873127556,0.5058680572,1.41056821,2.032326702,2.016455753,2.365977687,1.449285748,0.5537880746,1.933118851,1.951706152,1.909819031,0.05059879973,1.384361816,2.549162979,1.709911366,0.7869441862,1.163934841,1.368622503,0.7112440208,1.187673444,1.425596963,1.420019631,1.538173491,1.203862844,0.7441693857,1.390366445,1.397034771,1.381962022,0.2249417696
2005-3-01T00:00:00Z,17.28807705,16.40434484,15.56367434,16.48241938,15.25738711,14.78271184,17.25415751,15.47976007,16.27665536,16.75029067,15.34034822,15.90004045,16.99604532,16.16086235,16.95186206,16.37073499,17.9792454,1.162125991,3.214690663,1.691155878,0.5458450089,0.5583222573,0.6512061566,0.7997459127,0.6243758564,1.341554511,1.338552518,1.413239872,0.9932643263,0.4968277566,1.422898371,1.429462976,1.302620734,0.0399522773,1.078019476,1.792955845,1.300444492,0.7388132436,0.7472096475,0.8069734547,0.8942851406,0.7901745734,1.158254942,1.156958304,1.188797658,0.9966264728,0.7048600972,1.192853038,1.195601512,1.141324114,0.1998806576
2005-4-01T00:00:00Z,16.7284616,16.71517243,16.79871927,17.4581092,16.59522832,16.21745772,16.37527472,17.16387454,16.94601469,16.99207849,16.62556622,17.23901313,16.92630277,17.15859036,17.10462068,17.15828504,16.95254715,1.124313078,1.030056655,0.4579923725,0.5138152172,0.3448368831,0.1642595897,0.7012951861,0.2081001026,0.460096742,0.4772164614,0.3886300557,0.2997852078,0.7236475238,0.5199328033,0.3986454793,0.6704611168,0.09437934372,1.060336304,1.014917068,0.6767513373,0.7168090521,0.5872281355,0.4052895134,0.8374336906,0.4561799015,0.6783043137,0.6908085563,0.6234020017,0.5475264448,0.8506747462,0.721063661,0.6313837813,0.8188169007,0.3072122128
2005-5-01T00:00:00Z,18.44782058,18.96206894,20.04,20.22018422,20.19898528,19.94118639,18.19210623,20.50905906,19.72288736,19.46287791,19.95617219,20.34949736,19.04514589,20.00421227,19.30549423,19.98538395,18.93349063,2.599593706,1.176954189,0.4725654138,1.007529186,0.308789169,0.08178329578,1.472905556,0.2706421025,1.205088248,1.10087842,0.5035611604,0.2848277968,1.642291551,0.862724671,1.757200411,1.108999043,0.4237057458,1.612325558,1.084875195,0.6874339342,1.003757534,0.5556880141,0.285977789,1.213633205,0.5202327388,1.097765115,1.049227535,0.7096204341,0.5336926052,1.281519236,0.928829732,1.325594361,1.053090235,0.6509268359
